City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,labuhan,-6.8844,112.2051,295.76,79,99,2.51,ID,1693775985
369,chunskiy,56.0815,99.6342,280.59,77,22,1.01,RU,1693776552
370,conde,-7.2597,-34.9075,296.85,94,75,2.06,BR,1693776510
371,nantucket,41.2835,-70.0995,299.21,87,0,5.14,US,1693776552
372,green river,41.5286,-109.4662,298.37,43,77,5.5,US,1693776552
373,garoua boulai,5.8833,14.55,291.11,98,96,1.97,CM,1693776553
374,mandurah,-32.55,115.7,288.66,73,99,11.89,AU,1693776553
375,charters towers,-20.1,146.2667,289.42,87,5,2.94,AU,1693776553
376,kieta,-6.2167,155.6333,299.59,83,39,2.62,PG,1693776553
377,linxia,35.6003,103.2064,287.03,61,0,1.51,CN,1693776540
378,tura,25.5198,90.2201,297.52,92,100,1.83,IN,1693776554
379,lethem,3.3803,-59.7968,305.18,58,20,5.14,GY,1693776554
380,homer,59.6425,-151.5483,286.09,78,100,0.0,US,1693776410
381,te anau,-45.4167,167.7167,280.44,88,85,0.66,NZ,1693776554
382,ambunti,-4.2365,142.8448,295.73,97,98,0.43,PG,1693776554
383,oranjemund,-28.55,16.4333,284.91,86,5,2.66,NA,1693776554
384,mogadishu,2.0371,45.3438,298.15,84,1,8.86,SO,1693776555
385,rong kwang,18.339,100.3174,296.66,98,25,0.69,TH,1693776555
386,correntina,-13.3433,-44.6367,302.73,33,8,2.17,BR,1693775968
387,machachi,-0.5,-78.5667,288.57,92,100,0.5,EC,1693776555
388,sambava,-14.2667,50.1667,295.11,81,97,5.06,MG,1693775994
389,esqueda,30.7167,-109.5833,307.84,24,5,3.41,MX,1693776555
390,trinidad,-14.8333,-64.9,301.14,74,75,3.09,BO,1693776555
391,maloy,61.9353,5.1136,288.0,1,100,9.49,NO,1693776556
392,albacete,38.8333,-2.0,294.6,83,75,6.69,ES,1693776402
393,kaura namoda,12.5898,6.5779,300.73,63,85,3.43,NG,1693776556
394,mongo,12.1844,18.693,297.81,83,99,1.53,TD,1693776556
395,pacific grove,36.6177,-121.9166,296.14,72,40,3.6,US,1693775740
396,mackenzie,55.2999,-123.1698,289.27,41,100,2.57,CA,1693776556
397,bol,13.4586,14.7147,300.78,71,100,4.17,TD,1693776557
398,cherskiy,68.75,161.3,275.25,83,100,2.76,RU,1693775986
399,phuthaditjhaba,-28.5242,28.8158,288.54,30,5,2.2,ZA,1693776557
400,melita,49.2681,-100.9967,304.56,9,11,2.7,CA,1693776557
401,motygino,58.1831,94.7592,280.44,81,20,1.5,RU,1693776557
402,beringovskiy,63.05,179.3167,281.91,56,68,2.09,RU,1693776557
403,otjimbingwe,-22.35,16.1333,292.34,15,0,2.17,NA,1693776558
404,de-kastri,51.4667,140.7833,282.29,73,14,0.91,RU,1693776558
405,miraflores,19.2167,-98.8083,298.72,68,72,0.6,MX,1693776558
406,gien,47.6933,2.6309,295.62,58,100,5.03,FR,1693776558
407,cuiluan,47.72,128.648,287.02,94,91,0.6,CN,1693775975
408,parainen,60.3067,22.301,288.17,85,42,3.87,FI,1693776559
409,yulara,-25.2406,130.9889,285.05,62,0,3.31,AU,1693776559
410,seoul,37.5683,126.9778,297.84,94,75,1.03,KR,1693775947
411,waddan,29.1614,16.139,300.16,48,0,6.86,LY,1693776560
412,calbuco,-41.768,-73.1273,278.71,69,95,1.38,CL,1693776560
413,hofn,64.2539,-15.2082,282.43,75,0,13.08,IS,1693776560
414,taos,36.4072,-105.5731,302.71,26,40,4.12,US,1693776561
415,ostrovnoy,68.0531,39.5131,287.47,81,11,5.24,RU,1693776561
416,bezhetsk,57.7851,36.6965,287.32,81,45,2.08,RU,1693776561
417,zawiercie,50.4877,19.4168,288.4,92,100,0.89,PL,1693776561
418,uusikaupunki,60.8004,21.4084,287.07,86,18,4.64,FI,1693776561
419,the valley,18.217,-63.0578,305.07,79,40,5.66,AI,1693776401
420,kavaratti,10.5669,72.642,300.26,80,100,9.24,IN,1693776358
421,mus,39.0,41.75,291.97,31,0,1.04,TR,1693776562
422,srednekolymsk,67.45,153.6833,277.74,61,83,0.26,RU,1693776562
423,praya,14.9215,-23.5087,300.45,89,0,2.57,CV,1693775820
424,okha,53.5739,142.9478,282.3,76,0,4.09,RU,1693776562
425,suluq,31.6682,20.2521,298.51,61,3,5.25,LY,1693776562
426,mapiripan,2.8892,-72.1256,303.54,65,100,1.46,CO,1693776562
427,mehamn,71.0357,27.8492,289.12,72,0,6.17,NO,1693776419
428,gamba,-2.65,10.0,296.09,88,55,1.96,GA,1693776391
429,clarence town,-32.5833,151.7833,288.07,91,1,0.9,AU,1693776563
430,imeni babushkina,59.7573,43.1285,288.52,73,80,1.65,RU,1693776563
431,songjianghe,42.1859,127.479,285.28,86,7,2.05,CN,1693776563
432,hami,42.8,93.45,299.74,20,95,3.83,CN,1693776563
433,porto novo,6.4965,2.6036,298.05,89,89,2.19,BJ,1693776563
434,shimoda,34.6667,138.95,297.65,90,100,7.95,JP,1693776373
435,meadow lake,34.8014,-106.5436,307.38,29,5,3.01,US,1693776564
436,ketchikan,55.3422,-131.6461,290.41,59,75,4.63,US,1693776564
437,boguchany,58.3814,97.4531,280.86,74,99,0.69,RU,1693776564
438,colquechaca,-18.6667,-66.0167,281.94,17,84,5.56,BO,1693776564
439,jiaojiang,28.6803,121.4428,297.61,93,87,2.0,CN,1693776564
440,nacogdoches,31.6002,-94.6335,309.7,46,0,4.63,US,1693776565
441,forio,40.7342,13.8646,298.6,80,62,1.34,IT,1693776565
442,fairbanks,64.8378,-147.7164,286.61,65,20,4.12,US,1693776466
443,zhanaozen,43.3,52.8,295.17,29,26,4.9,KZ,1693776565
444,prince rupert,54.3161,-130.3201,289.2,80,0,6.69,CA,1693776463
445,camopi,3.1655,-52.3158,305.31,35,57,3.25,GF,1693776565
446,ancud,-41.8697,-73.8203,279.92,72,98,2.71,CL,1693775966
447,montbrison,45.6667,4.0833,294.08,62,45,0.96,FR,1693776566
448,kamojima,34.0667,134.35,299.05,88,68,1.15,JP,1693776566
449,cabinda,-5.55,12.2,295.78,86,30,2.97,AO,1693776566
450,heihe,50.2441,127.4902,282.47,56,100,1.79,CN,1693776566
451,turukhansk,65.8167,87.9833,282.71,82,90,3.14,RU,1693776566
452,ruma,45.0081,19.8222,291.81,56,100,6.18,RS,1693776567
453,gwanda,-20.9333,29.0,290.53,32,6,2.53,ZW,1693776567
454,lakes entrance,-37.8811,147.981,283.68,68,0,2.84,AU,1693776567
455,yarmouth,41.7057,-70.2286,301.01,74,0,4.12,US,1693776567
456,moron,-34.6534,-58.6198,284.09,95,100,5.84,AR,1693775983
457,nuuk,64.1835,-51.7216,278.64,60,100,4.02,GL,1693776405
458,oksfjord,70.2396,22.3479,288.19,87,81,3.87,NO,1693776568
459,visnes,59.3556,5.2242,289.38,94,75,2.06,NO,1693776569
460,kangaatsiaq,68.3065,-53.4641,276.41,69,45,1.14,GL,1693776569
461,muros,42.7762,-9.0603,294.64,87,100,4.39,ES,1693776569
462,poum,-20.2333,164.0167,293.97,84,100,1.95,NC,1693776569
463,faya,18.3851,42.4509,295.21,43,77,1.99,SA,1693776570
464,muisne,0.6,-80.0333,298.91,80,86,4.72,EC,1693776570
465,chikola,43.1906,43.9209,291.62,77,89,1.23,RU,1693776570
466,ahipara,-35.1667,173.1667,288.61,91,84,3.36,NZ,1693775972
467,upata,8.0086,-62.3989,304.37,34,85,2.73,VE,1693775993
468,kargasok,59.0556,80.8572,283.91,95,67,4.51,RU,1693776572
469,kemijarvi,66.7131,27.4306,284.71,97,18,3.03,FI,1693776572
470,lompoc,34.6391,-120.4579,299.27,73,100,4.92,US,1693776476
471,roma,43.2128,-75.4557,302.09,62,0,3.6,US,1693776500
472,petit goave,18.4314,-72.8669,304.31,64,63,2.29,HT,1693776572
473,namwala,-15.7504,26.4384,294.31,29,0,2.08,ZM,1693776572
474,changli,39.7042,119.1506,294.12,91,1,0.62,CN,1693776573
475,brooks,50.5834,-111.8851,303.14,26,91,6.17,CA,1693776466
476,saint-augustin,51.226,-58.6502,291.51,80,52,7.95,CA,1693776573
477,antalaha,-14.9003,50.2788,293.58,86,57,2.84,MG,1693776573
478,uyo,5.0333,7.9266,296.42,95,85,1.77,NG,1693776451
479,progreso,21.2833,-89.6667,299.21,68,98,7.77,MX,1693776573
480,jalu,29.0331,21.5482,299.76,43,0,5.89,LY,1693776574
481,campina verde,-19.5356,-49.4864,305.0,37,48,2.08,BR,1693776574
482,andenes,69.3143,16.1194,285.33,93,75,2.57,NO,1693776386
483,kavieng,-2.5744,150.7967,300.36,78,96,5.13,PG,1693776574
484,sobolevo,54.4299,31.8996,284.97,79,3,2.31,RU,1693776574
485,vizinga,61.0749,50.1031,285.71,79,9,0.76,RU,1693776574
486,janakpur,26.7183,85.9065,301.0,82,98,2.52,NP,1693776574
487,owando,-0.4819,15.8999,293.41,96,95,0.65,CG,1693776575
488,arman,59.7,150.1667,279.83,73,2,3.28,RU,1693776575
489,trairi,-3.2778,-39.2689,299.03,77,11,5.54,BR,1693776575
490,brae,60.3964,-1.353,286.7,91,99,5.19,GB,1693776575
491,sabang,5.8933,95.3214,299.53,86,100,8.73,ID,1693776392
492,ornskoldsvik,63.2909,18.7153,286.68,82,100,2.57,SE,1693776576
493,paamiut,61.994,-49.6678,276.99,74,99,3.93,GL,1693775982
494,avera,33.194,-82.5271,305.42,32,0,1.77,US,1693776576
495,sao joao da barra,-21.6403,-41.0511,297.2,82,36,8.89,BR,1693776331
496,xining,36.6167,101.7667,283.9,60,0,1.12,CN,1693775981
497,souillac,-20.5167,57.5167,294.36,78,75,4.12,MU,1693776327
498,unity,52.4501,-109.1682,299.96,22,100,4.41,CA,1693776576
499,mount isa,-20.7333,139.5,283.02,81,2,1.54,AU,1693776279
500,pirgos,35.1167,25.7178,299.61,56,1,6.26,GR,1693776577
501,cobija,-11.0267,-68.7692,306.67,40,85,2.1,BO,1693776577
502,namibe,-15.1961,12.1522,290.8,88,64,3.04,AO,1693776577
503,yurino,56.2942,46.3039,286.61,61,38,0.72,RU,1693776577
504,maputo,-25.9653,32.5892,292.97,88,0,2.06,MZ,1693776577
505,barcelos,41.5388,-8.6151,295.23,82,100,2.33,PT,1693776578
506,sao miguel do guama,-1.6267,-47.4833,303.85,52,99,3.54,BR,1693776579
507,yanji,42.9075,129.5078,288.02,97,27,0.28,CN,1693776579
508,adrar,20.5022,-10.0711,307.38,20,8,4.81,MR,1693776360
509,lodja,-3.4833,23.4333,295.24,94,79,0.27,CD,1693776579
510,hervey bay,-25.2986,152.8535,293.54,76,1,4.16,AU,1693776498
511,colares,38.7992,-9.4469,291.92,80,43,5.81,PT,1693776580
512,saint anthony,45.0205,-93.218,309.68,33,0,5.14,US,1693775997
513,basoko,1.2391,23.616,297.95,82,85,1.52,CD,1693776580
514,ekibastuz,51.6667,75.3667,286.75,60,22,3.44,KZ,1693776580
515,noumea,-22.2763,166.4572,294.82,99,2,2.63,NC,1693776356
516,kirakira,-10.4544,161.9205,300.29,81,82,3.97,SB,1693776581
517,batagay-alyta,67.8006,130.4114,275.0,75,100,2.01,RU,1693776581
518,williston,48.147,-103.618,306.93,25,25,1.79,US,1693776581
519,ilulissat,69.2167,-51.1,277.16,75,75,3.6,GL,1693776581
520,dandong,40.1292,124.3947,290.72,92,0,1.43,CN,1693776581
521,moctezuma,29.8,-109.6667,311.66,26,0,4.02,MX,1693776581
522,marawi,7.9986,124.2928,294.24,93,100,2.16,PH,1693776581
523,vestmanna,62.1564,-7.1664,283.66,93,100,4.63,FO,1693776582
524,sao jose da coroa grande,-8.8978,-35.1478,297.71,74,49,4.54,BR,1693776582
525,gazanjyk,39.2446,55.5154,299.43,22,0,3.5,TM,1693776582
526,sagua la grande,22.8067,-80.0756,304.7,50,18,4.84,CU,1693776582
527,vicksburg,32.3526,-90.8779,310.0,40,0,3.6,US,1693776582
528,valladolid,41.5833,-4.6667,293.31,91,100,1.71,ES,1693776345
529,mahibadhoo,3.7833,72.9667,299.85,75,100,4.0,MV,1693776386
530,rincon,32.296,-81.2354,304.77,51,40,3.09,US,1693776583
531,somerset west,-34.084,18.8211,284.84,91,73,0.89,ZA,1693776583
532,nakanojo,36.5833,138.85,299.22,93,100,0.67,JP,1693776583
533,great falls,47.5002,-111.3008,304.81,28,20,6.69,US,1693776361
534,vila franca do campo,37.7167,-25.4333,294.38,69,85,1.09,PT,1693776584
535,sorkjosen,69.8,20.9333,289.15,63,75,5.66,NO,1693776584
536,finschhafen,-6.6024,147.8681,297.96,83,95,4.22,PG,1693776584
537,araouane,18.9048,-3.5265,307.64,30,71,4.9,ML,1693776584
538,black river,18.0264,-77.8487,303.04,68,70,1.27,JM,1693776584
539,tianpeng,30.9866,103.9393,298.82,70,0,1.16,CN,1693776585
540,vitanesti,44.0,25.4167,296.07,54,100,4.94,RO,1693776585
541,tabory,58.5198,64.5495,280.4,96,19,2.96,RU,1693776585
542,grand-santi,4.25,-54.3833,304.95,41,70,1.03,GF,1693776585
543,dolzhanskaya,46.6311,37.8039,297.48,61,100,7.45,RU,1693776585
544,dingle,10.9995,122.6711,298.67,88,100,4.36,PH,1693776333
545,eden,36.4885,-79.7667,306.45,45,0,1.54,US,1693776586
546,zyryanka,65.75,150.85,277.41,62,57,1.08,RU,1693776586
547,saint-joseph,-21.3667,55.6167,292.36,79,24,5.35,RE,1693776586
548,richards bay,-28.783,32.0377,295.75,56,7,6.23,ZA,1693776586
549,jeremie,18.65,-74.1167,303.02,74,60,2.43,HT,1693776586
550,isla mujeres,21.2311,-86.731,305.18,73,85,5.13,MX,1693776586
551,kaeo,-35.1,173.7833,288.59,96,33,2.1,NZ,1693776587
552,san carlos de bariloche,-41.1456,-71.3082,277.01,38,40,6.69,AR,1693776123
553,novaya bryan,51.7159,108.2691,280.64,87,12,1.0,RU,1693776588
554,hurghada,27.2574,33.8129,303.47,33,0,5.7,EG,1693776588
555,akdepe,42.0551,59.3788,292.2,45,0,4.29,TM,1693776588
556,grindavik,63.8424,-22.4338,280.12,87,75,7.2,IS,1693776588
557,pasighat,28.0667,95.3333,299.06,79,14,1.66,IN,1693776588
558,san jose,37.3394,-121.895,299.55,58,40,8.23,US,1693776373
559,maldonado,-34.6667,-54.9167,285.81,98,100,5.21,UY,1693776589
560,shingu,33.7333,135.9833,299.06,86,100,4.93,JP,1693776506
561,bure,10.7,37.0667,286.59,93,37,2.14,ET,1693776589
562,kodinsk,58.6881,99.1844,281.43,64,97,0.77,RU,1693776589
563,xuanwu,32.069,118.8138,297.12,97,42,2.23,CN,1693776589
564,linjiang,41.8069,126.9078,286.33,94,2,0.87,CN,1693776590
565,devils lake,48.1128,-98.8651,304.21,37,0,4.12,US,1693776400
566,henties bay,-22.116,14.2845,285.47,83,0,5.54,NA,1693776343
567,canto do buriti,-8.11,-42.9444,305.17,25,1,3.21,BR,1693776590
568,iqaluit,63.7506,-68.5145,278.0,100,100,8.23,CA,1693776590
569,shigony,53.3875,48.6777,287.18,58,5,1.2,RU,1693776590
570,panaba,21.2833,-88.2667,306.93,46,70,6.92,MX,1693776590
571,amapa,1.0,-52.0,305.42,29,35,3.3,BR,1693776591
572,marienburg,54.0359,19.0266,288.64,85,100,2.48,PL,1693776591
573,vestmannaeyjar,63.4427,-20.2734,282.29,66,97,14.01,IS,1693776339
